age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,default
42,rent_private,126,unemployed_other,270,2475,1019,0.3307129765600576,16,3,0
48,rent_social,312,permanent,57,2036,1219,0.2694336311298784,1109,4,0
20,rent_private,39,permanent,227,2744,927,0.0400252265973833,884,6,0
25,owner_no_mortgage,161,permanent,10,2043,1623,0.1801475578739566,718,4,0
40,owner_no_mortgage,394,permanent,50,2368,1883,0.3422197034143511,1138,4,0
33,owner_with_mortgage,40,permanent,323,3325,156,0.1252745745409845,644,4,0
63,owner_with_mortgage,40,permanent,46,3168,2075,0.1154798565362166,2548,3,0
38,owner_with_mortgage,23,permanent,10,19976,73,0.5291076202167714,953,8,0
49,owner_no_mortgage,14,permanent,124,1948,1552,0.4800689298554774,134,5,0
52,owner_with_mortgage,32,permanent,18,19419,1851,0.2756913126490481,549,2,0
39,owner_with_mortgage,6,permanent,7,3487,10785,0.2423783032834779,212,6,0
20,owner_with_mortgage,162,self_employed,4,10328,1559,0.2859928996641514,928,3,0
36,rent_private,110,permanent,227,3009,2405,0.7873435540629345,857,3,0
63,owner_with_mortgage,478,temporary_contract,221,2981,2244,0.4650763641218826,563,1,0
44,living_with_family_other,368,permanent,12,3633,3264,0.2412756445127035,515,0,0
55,owner_no_mortgage,20,permanent,433,16200,1834,0.0156538049992608,-4062,3,0
19,owner_no_mortgage,32,permanent,22,1747,2568,0.1800751115758781,201,5,0
25,rent_private,49,permanent,9,2795,2657,1.0486140653980691,1061,1,0
34,owner_with_mortgage,265,self_employed,1,3234,1480,0.0473172855255357,152,2,0
41,owner_no_mortgage,0,permanent,138,114,2557,0.252484187267221,16,4,0
35,living_with_family_other,318,permanent,3,2464,224,0.5386071442474446,904,1,0
20,owner_no_mortgage,34,permanent,543,696,2170,0.193982970629837,1162,1,0
45,living_with_family_other,8,permanent,395,2014,3173,0.2588490524524935,224,2,0
63,owner_no_mortgage,18,temporary_contract,4,3860,2484,1.1512348248330857,302,3,0
52,owner_with_mortgage,14,retired,20,1964,1687,0.5629476046373988,568,2,0
57,rent_private,32,permanent,32,17543,923,0.4355817999682564,336,5,0
33,owner_no_mortgage,23,unemployed_other,13,19815,1610,1.4483281231019534,527,5,0
57,owner_no_mortgage,150,permanent,14,1857,1440,0.2039091395674931,82,5,0
59,rent_private,13,permanent,394,4217,595,0.6329648462126173,969,3,0
50,rent_private,319,unemployed_other,12,75,354,0.2684138268221303,-1494,4,0
36,owner_with_mortgage,389,self_employed,10,1989,1706,0.054801285390826,1120,7,0
37,rent_social,6,permanent,9,1438,2011,0.1891096264980911,424,2,0
30,owner_with_mortgage,395,self_employed,5,3381,1227,0.3734693703641987,704,2,0
51,rent_private,480,permanent,179,2181,2748,0.7785993808617248,669,7,0
42,rent_private,50,temporary_contract,330,1714,2510,0.5668195733501056,187,5,0
23,owner_with_mortgage,55,permanent,178,7612,1566,0.3829699166984776,677,1,0
92,rent_private,56,temporary_contract,10,3307,1297,0.3802471169298456,-4792,3,0
58,owner_no_mortgage,43,permanent,7,2823,2492,0.779010029496338,1017,26,0
57,rent_private,19,permanent,2,3449,1447,1.1292303027954624,744,7,0
24,rent_social,130,permanent,8,1736,2874,0.3354600309879165,-4853,7,0
33,rent_private,16,permanent,428,3528,1588,0.6310171199547401,648,48,0
28,rent_social,4,permanent,40,2276,1387,0.1787638536657273,417,3,0
31,owner_no_mortgage,37,permanent,237,887,1534,0.459319207062593,91,0,0
48,owner_with_mortgage,16,temporary_contract,58,4123,2125,0.1620730094135378,904,1,0
51,owner_with_mortgage,14,permanent,6,14384,1502,0.2785201500676458,196,3,0
18,living_with_family_other,345,permanent,2,4400,1912,0.2494059352583073,165,5,0
23,owner_with_mortgage,8,permanent,300,2706,663,0.5708485430851987,893,2,0
36,owner_with_mortgage,59,permanent,6,2552,2724,0.6161376328536381,1042,1,0
75,owner_no_mortgage,15,permanent,202,3259,1554,0.4808724445636306,-3770,2,0
28,rent_private,6,permanent,50,2267,1861,0.1371998881176119,390,1,0
24,rent_private,221,self_employed,24,291,2267,0.3558103489719365,1089,0,1
51,owner_no_mortgage,3,permanent,8,1410,2267,0.5340273030674201,144,5,0
63,owner_no_mortgage,14,permanent,22,1174,1446,0.3401695899089466,486,1,0
41,owner_with_mortgage,429,temporary_contract,7,3768,1556,0.5127288504698267,10476,4,0
42,rent_private,5,permanent,54,2953,1883,0.3090841631447564,717,4,0
57,living_with_family_other,400,temporary_contract,8,2882,1925,0.813420702258692,820,1,0
27,living_with_family_other,51,permanent,12,2599,1049,0.2831747079053175,223,7,0
41,rent_private,54,self_employed,273,3455,2489,0.3295670649686367,1072,33,0
25,owner_with_mortgage,23,permanent,39,3805,1301,0.3259375161427316,-79,1,0
24,rent_private,26,permanent,184,2312,1455,0.3072708795065703,1407,3,0
48,living_with_family_other,482,permanent,45,2661,1818,0.3390442888032023,13063,3,0
37,owner_with_mortgage,25,permanent,272,2373,2602,0.0890942990959354,-3605,4,0
33,owner_no_mortgage,20,temporary_contract,41,4825,798,0.3484703994533942,187,0,0
53,owner_with_mortgage,21,permanent,595,2948,3499,0.1322241071277765,500,2,0
54,owner_with_mortgage,531,permanent,29,3071,2102,1.3724215115469438,3858,2,0
55,living_with_family_other,56,permanent,49,3560,3179,0.4252985240294821,657,8,0
20,rent_private,116,self_employed,16,12962,1057,0.1460328852120058,81,5,0
35,rent_private,19,retired,5,2828,1636,0.2373265324148671,13,8,0
47,rent_social,44,retired,11,532,3324,0.412418082639586,910,1,0
63,rent_social,43,permanent,18,4012,2443,0.4278044165952046,266,2,0
32,rent_social,57,self_employed,18,1632,1310,0.2854122542978033,100,3,0
44,owner_with_mortgage,20,permanent,8,3161,592,0.3325486587035215,-4259,5,0
29,owner_no_mortgage,83,permanent,499,3240,9107,0.1152827220962149,3102,2,0
47,owner_no_mortgage,7,permanent,27,2737,965,0.0780688605735187,1061,8,0
59,owner_no_mortgage,0,permanent,17,2036,1731,0.4233159851454595,1078,3,0
61,rent_private,13,permanent,45,386,1252,0.096941820295114,243,4,0
19,rent_private,153,permanent,35,2722,1397,0.1115996458545399,10,2,0
29,owner_with_mortgage,11,temporary_contract,29,2949,2461,0.6292776567673983,448,7,0
46,rent_private,6,permanent,41,331,2232,0.4149037196075132,8414,3,0
21,owner_with_mortgage,366,self_employed,19,1765,2487,0.2307836503904958,14265,7,0
47,owner_with_mortgage,2,permanent,22,1821,1280,0.3741958567124495,155,6,0
50,owner_no_mortgage,22,unemployed_other,30,3446,2950,0.4913765276894049,623,4,0
18,owner_no_mortgage,4,temporary_contract,26,1709,1259,0.6127772694511316,14288,5,0
55,rent_social,21,permanent,2,1878,1390,0.2842731227770591,744,5,0
49,rent_private,31,permanent,10,2165,1163,0.2965495711358849,19380,1,0
31,rent_social,44,permanent,10,2212,5286,0.5410506568417968,578,3,1
36,owner_with_mortgage,8,permanent,50,2876,107,0.2139931390677794,769,6,0
42,owner_no_mortgage,6,temporary_contract,315,2185,651,0.7217216586068091,645,2,0
41,owner_with_mortgage,14,permanent,17,2118,2139,0.5047516947662878,3628,8,0
52,rent_social,90,permanent,553,3758,2235,0.074047825438324,1019,3,0
52,living_with_family_other,44,permanent,1,2732,1717,0.5662259641729623,962,0,0
31,owner_with_mortgage,440,temporary_contract,20,3477,2671,0.2029411221927804,1031,2,0
30,rent_private,396,permanent,32,2594,529,0.146850483182148,654,4,0
28,rent_social,445,self_employed,2,15871,922,0.4659750075078562,445,4,0
22,rent_private,17,permanent,0,3850,1682,0.4245471789717671,370,3,0
51,owner_with_mortgage,59,permanent,37,3964,1741,0.5242335737323942,670,6,0
33,rent_private,58,temporary_contract,7,2666,546,0.3347132719304142,807,2,0
44,rent_social,14,permanent,49,727,2457,0.0828283410469088,642,6,0
108,owner_with_mortgage,239,temporary_contract,189,10,2088,1.0075332069660334,980,7,0
63,owner_with_mortgage,80,temporary_contract,48,1765,1352,0.4194649968763846,805,7,0
29,owner_no_mortgage,340,permanent,9,1706,1358,0.7090919341564572,342,3,0
53,owner_with_mortgage,46,temporary_contract,0,1960,1676,0.4654282824376066,10383,4,0
50,rent_private,10,permanent,49,3112,1556,0.3845527326758173,14654,3,0
53,rent_private,563,permanent,375,1647,7492,0.0226935640665416,381,5,0
52,rent_private,396,permanent,41,3265,2338,0.131434877999393,874,30,0
54,rent_private,80,temporary_contract,50,11627,1845,0.0896713837946907,555,4,0
29,rent_social,17,temporary_contract,573,14329,1395,0.3913623528271501,466,3,0
51,living_with_family_other,58,permanent,402,2383,1970,0.4077586586382299,1099,2,0
113,owner_with_mortgage,31,permanent,29,1515,1978,0.1186497719148784,762,7,0
53,owner_with_mortgage,11,retired,11,13438,3023,0.0296911824435935,601,3,0
27,living_with_family_other,7,self_employed,9,2050,284,0.3572812040288375,467,4,0
36,owner_with_mortgage,10,permanent,14,1985,1773,0.9516831422635876,8473,1,0
34,owner_with_mortgage,385,permanent,0,4061,1105,0.3386280951226006,7658,3,0
38,owner_no_mortgage,230,temporary_contract,21,4321,1254,0.3545294661377364,1094,2,0
43,rent_private,279,self_employed,31,2609,3438,0.6104278396655309,580,6,0
49,owner_with_mortgage,38,permanent,10,4864,1582,0.0962150452733561,87,3,0
35,owner_with_mortgage,7,self_employed,8,3097,1619,0.2162916290098545,821,5,0
39,owner_no_mortgage,35,temporary_contract,42,1339,2337,0.2129120453120898,750,29,0
37,owner_with_mortgage,47,permanent,9,10153,1752,0.2560636081328349,583,7,0
64,rent_private,41,self_employed,261,1858,1416,0.5970864714943579,18033,2,0
58,rent_private,26,temporary_contract,3,2542,864,1.0045938281848554,1031,2,0
40,owner_no_mortgage,191,permanent,41,2670,2902,0.6008747593386385,315,3,0
43,rent_social,8,permanent,88,3027,1702,0.5594610457305815,658,2,0
28,owner_with_mortgage,23,retired,2,2711,1223,0.578360572418687,462,2,0
76,rent_private,9,permanent,54,2914,1950,0.3928013389901701,340,8,0
20,owner_no_mortgage,11,self_employed,453,3338,1474,0.2805627798902969,292,28,0
26,rent_private,38,permanent,8,10113,2389,0.2782279986588015,402,4,0
95,owner_with_mortgage,430,permanent,172,2758,2763,0.2457110835861012,8669,4,0
42,owner_with_mortgage,52,temporary_contract,216,1802,1771,0.0663654368631146,982,0,0
44,rent_social,28,permanent,10,2603,2413,0.3219717189492885,265,3,1
35,owner_with_mortgage,238,permanent,24,1951,1591,0.2944594675726805,80,2,0
43,rent_private,8,permanent,7,2542,1331,0.2133261642224077,601,28,0
21,living_with_family_other,49,permanent,4,1796,1327,0.2914281354787827,577,7,0
56,living_with_family_other,47,permanent,214,4993,138,0.6009456253154488,1095,2,0
42,rent_social,508,permanent,139,5813,1649,0.3678829602624249,640,2,0
46,owner_no_mortgage,19,permanent,590,1613,1931,0.2155712239838368,216,4,0
56,owner_with_mortgage,84,permanent,194,6087,802,0.271671966393209,-4432,5,0
47,rent_private,5,temporary_contract,0,1532,2321,0.206521530037575,157,8,0
55,rent_social,533,permanent,18,3327,1062,0.3358126966765959,960,5,0
47,owner_with_mortgage,560,self_employed,36,1512,1540,0.394276457322459,139,0,0
63,owner_with_mortgage,285,permanent,0,3201,1351,0.1688281941148927,417,2,0
58,living_with_family_other,563,self_employed,17,6384,2097,0.315084176492469,-3842,4,0
62,owner_with_mortgage,462,temporary_contract,47,1909,1665,0.0944422270175829,8273,4,0
48,rent_social,16,retired,12,14200,1518,0.5062732019259879,791,7,0
33,owner_no_mortgage,12,permanent,25,2023,1680,0.4292643288189705,466,42,0
35,owner_no_mortgage,17,permanent,53,2364,407,0.2893052064128593,265,50,0
35,rent_private,47,temporary_contract,11,1873,932,0.3858689323351159,-257,3,0
46,owner_no_mortgage,43,retired,4,2384,1440,0.3806067421115046,16701,3,0
26,living_with_family_other,41,self_employed,16,2724,1672,0.5357554392209471,61,5,0
52,rent_private,11,permanent,14,16734,667,0.0811675151982198,186,2,0
35,owner_with_mortgage,41,permanent,508,3416,1319,0.3134982731219761,9414,2,0
46,owner_with_mortgage,466,permanent,34,2979,2074,0.6024588943900427,565,3,0
36,rent_private,17,unemployed_other,43,4848,889,0.0013795825109778,430,3,0
38,rent_private,15,permanent,274,4742,1466,0.3686462736724561,2673,1,0
20,rent_social,469,permanent,328,7499,748,0.2310551307208074,436,3,0
48,rent_social,4,permanent,21,1192,1265,0.4337061047069541,591,5,1
70,owner_with_mortgage,10,permanent,38,1730,2069,0.0931969269195333,1176,5,0
62,rent_social,564,permanent,76,2804,1843,0.3129457842320864,429,7,0
56,owner_with_mortgage,483,temporary_contract,7,2135,1706,0.2193260258756684,19475,0,0
60,owner_no_mortgage,21,permanent,19,4077,2873,0.9921414385650916,1008,0,0
62,rent_private,12,permanent,4,4782,1611,0.5657636964214299,866,2,0
37,rent_social,7,permanent,49,4686,1740,0.0501960532379586,616,35,0
41,owner_with_mortgage,42,permanent,464,2033,2378,0.221096115761254,909,3,0
42,owner_no_mortgage,11,permanent,3,4908,1582,0.2137560479498074,532,15,0
62,rent_private,46,self_employed,16,3017,3409,0.1790826730019087,436,3,0
47,owner_with_mortgage,21,permanent,388,2141,299,0.3463067756218553,323,5,0
25,rent_private,41,permanent,11,4347,893,0.3782355306109456,1027,0,0
42,rent_social,8,permanent,408,3391,3011,1.302753955888184,355,5,0
43,rent_social,12,temporary_contract,10,2412,2429,0.4873337491396684,140,0,0
35,rent_social,23,permanent,1,2725,1774,0.5645824565281194,412,5,0
40,rent_private,77,temporary_contract,296,2871,1516,0.5814631042443038,66,1,0
39,owner_no_mortgage,44,permanent,23,2086,2838,0.0158250968661333,1163,4,0
61,owner_no_mortgage,34,permanent,1,16805,1859,0.6431413147261369,558,5,0
28,living_with_family_other,400,permanent,28,1534,1468,0.4905001498435601,304,3,0
60,owner_with_mortgage,37,permanent,29,2619,187,0.3297844376568256,1126,2,0
42,rent_private,544,retired,1,2859,1481,0.2584670039789347,637,1,0
30,owner_with_mortgage,229,permanent,365,2058,255,0.4420267692180753,1157,0,0
32,owner_no_mortgage,7,permanent,20,3454,255,0.2937880915797022,1193,8,0
42,owner_no_mortgage,7,self_employed,33,4514,2498,0.2426555908373139,10772,2,0
27,rent_private,33,permanent,9,1652,11432,0.5563187091252259,1153,7,0
35,owner_with_mortgage,24,permanent,11,883,2058,0.3873603080048338,374,4,0
69,owner_no_mortgage,0,self_employed,336,1766,597,0.6065350699164792,542,2,0
42,owner_with_mortgage,15,retired,29,3633,7126,1.4431781407899515,310,6,0
49,rent_private,37,permanent,404,481,1823,0.4395312950470236,43,4,0
52,rent_private,44,permanent,23,4992,2480,0.2893371469699419,883,4,0
24,owner_with_mortgage,11,permanent,4,9974,1227,0.5534187517753353,1112,0,0
54,rent_social,33,unemployed_other,4,2793,1193,0.3374150295098422,372,3,0
30,rent_social,12,permanent,21,37,2164,0.4562936285661809,579,46,0
49,owner_with_mortgage,8,temporary_contract,25,16729,4964,0.4612180666747206,622,4,0
52,owner_no_mortgage,43,permanent,7,3476,1239,0.1113874493387572,764,45,0
45,rent_social,324,permanent,327,3897,1311,0.3571301969521184,756,5,0
46,owner_no_mortgage,51,self_employed,306,4541,1750,0.5683579716028331,890,7,0
44,rent_private,471,permanent,207,3071,2296,0.3640100249187583,649,5,0
44,rent_private,7,temporary_contract,599,6432,2500,0.464180782850824,568,0,0
56,rent_private,25,permanent,6,190,1668,0.4258909749685683,460,5,0
40,owner_with_mortgage,75,permanent,201,2301,528,0.5397837084206277,11951,3,0
33,owner_with_mortgage,35,permanent,8,2935,1738,0.5251018378341277,708,4,0
43,owner_no_mortgage,99,permanent,28,5488,2986,0.1898138761254989,546,5,0
29,owner_no_mortgage,521,unemployed_other,211,1990,3289,0.6098465690838576,556,5,0
25,rent_private,419,unemployed_other,10,1566,1807,0.4521138055921511,354,1,0
47,rent_private,300,temporary_contract,58,1614,1905,0.4020974751178184,677,4,0
54,rent_social,35,permanent,38,3605,1914,1.492426153099124,551,8,0
30,owner_with_mortgage,50,permanent,45,12116,2237,0.3015300222827244,808,3,0
50,rent_private,220,permanent,1,4764,268,0.1304560115752423,379,5,0
54,living_with_family_other,20,permanent,319,1714,1987,0.3389938625659482,677,5,0
29,rent_private,15,temporary_contract,1,19189,9845,1.2723457409553276,408,3,0
26,rent_private,16,permanent,24,1749,8242,0.3773204549473967,396,2,0
58,rent_private,7,temporary_contract,7,4580,1823,0.0122423513001098,103,2,0
43,rent_private,39,temporary_contract,47,609,2888,0.5045759125352213,1028,4,0
19,owner_with_mortgage,28,permanent,395,1460,2320,0.252722170778393,754,2,0
32,rent_social,144,retired,46,2465,229,0.4949004073919931,1120,1,0
37,rent_social,9,permanent,259,4674,1739,0.2003193003751173,862,0,0
32,rent_private,23,permanent,500,2072,1355,0.3339435294295725,241,4,0
64,owner_with_mortgage,20,permanent,526,2421,2267,0.3192646878863664,636,4,0
24,owner_with_mortgage,265,permanent,427,15348,209,0.2426325962352896,1063,3,0
39,owner_no_mortgage,7,temporary_contract,47,1573,1251,0.0824714308426226,14686,4,0
49,owner_with_mortgage,35,permanent,6,1651,1445,0.226829606679451,820,7,0
43,rent_private,51,permanent,22,3025,1806,0.3369238882329629,471,4,0
38,rent_private,37,temporary_contract,117,3360,1257,0.1529971276755062,11088,27,0
54,living_with_family_other,20,permanent,54,1642,1727,0.4472572081904479,1175,27,0
47,owner_with_mortgage,534,permanent,243,1771,2371,0.1166174957542652,201,8,0
38,rent_private,30,temporary_contract,10,15927,2243,0.4694412626919742,10718,2,0
60,owner_with_mortgage,10,permanent,56,1668,1287,0.6462921963896656,-2688,2,0
44,rent_social,53,temporary_contract,47,1606,1568,0.2131513841070628,607,5,1
47,rent_private,341,permanent,35,4735,1321,0.3116592877170455,558,8,0
40,owner_with_mortgage,337,temporary_contract,49,3892,2160,0.4885494042326531,146,0,0
31,owner_with_mortgage,5,permanent,8,3341,1783,0.5259488271494672,470,13,0
44,rent_private,54,permanent,13,961,1384,0.2391514483332443,574,8,0
62,rent_social,9,permanent,12,4792,3292,0.2290967458462684,42,0,0
75,owner_with_mortgage,8,permanent,9,2669,1247,0.3086957886269241,1149,4,0
45,owner_with_mortgage,263,permanent,165,3136,1509,0.3821401182841978,448,2,0
44,owner_with_mortgage,10,permanent,7,16775,13280,0.3721271142934785,803,1,0
53,owner_with_mortgage,23,permanent,21,1244,1400,0.2047279697956808,138,1,0
42,rent_private,2,permanent,412,4093,3039,0.2195827013435106,92,3,0
42,living_with_family_other,12,permanent,1,2902,1471,0.3256133423700212,404,1,0
28,owner_no_mortgage,354,permanent,435,2604,785,0.2600526532831369,1120,4,0
27,owner_with_mortgage,287,permanent,300,2445,2365,0.3774266088755627,993,6,0
25,owner_no_mortgage,38,permanent,402,2122,1434,0.4574359453616041,194,3,0
51,rent_private,245,self_employed,13,3380,1287,0.326771643911326,-268,5,0
63,rent_private,8,permanent,13,3283,1693,0.3075279803772965,634,2,0
63,rent_private,461,permanent,407,18602,3228,0.3691615979244636,319,2,0
53,rent_private,9,unemployed_other,56,3931,1932,0.4952097141518533,412,1,0
43,living_with_family_other,38,permanent,22,2490,1862,0.2805656941944374,483,8,0
62,rent_private,59,temporary_contract,1,2775,300,0.1666470332111043,3524,6,0
25,owner_with_mortgage,23,self_employed,24,1648,223,1.357123576817385,541,5,0
39,owner_no_mortgage,12,permanent,244,2412,2926,0.092187431482961,405,8,0
40,rent_private,31,permanent,17,1802,1587,0.3898844165711098,643,0,0
27,owner_with_mortgage,550,permanent,20,2450,2717,0.0355899485104891,779,3,0
46,rent_private,111,permanent,15,2687,357,0.374162746000428,70,32,0
117,living_with_family_other,330,permanent,31,1736,383,0.6393963573583503,304,3,0
30,rent_private,8,permanent,22,2288,1376,0.1252679337536152,15988,12,0
60,owner_no_mortgage,30,permanent,22,4666,2095,0.2224805769865319,456,2,0
28,rent_social,25,unemployed_other,472,19852,1595,0.565487751389314,59,3,0
33,rent_private,15,permanent,38,1858,1651,0.2830571601056836,1022,2,0
29,owner_no_mortgage,19,permanent,9,4064,12893,0.0165098268263589,920,3,0
18,owner_no_mortgage,5,permanent,531,4654,2230,0.4264919251346423,-4477,3,0
37,rent_private,24,self_employed,11,1739,1548,0.084136065620021,140,5,0
43,owner_with_mortgage,9,permanent,28,4983,1420,0.5748681670830207,538,4,0
53,living_with_family_other,44,permanent,4,2384,3498,0.4156938305799693,119,2,0
44,rent_private,26,permanent,3,2032,2265,0.2764393867797571,84,3,0
68,rent_private,22,permanent,24,524,267,0.2829107512764554,534,19,0
55,owner_no_mortgage,505,retired,3,16246,1514,0.3443125478822414,799,4,0
33,rent_private,11,self_employed,57,2457,1369,0.1396403858738092,5948,3,0
20,owner_with_mortgage,3,retired,38,3120,1540,0.5004246427052657,16629,3,0
33,rent_social,26,permanent,478,1549,2293,0.5302509611416103,14669,5,0
32,rent_private,29,self_employed,20,1280,533,0.9897141451788604,287,3,0
32,owner_with_mortgage,35,permanent,51,3775,729,0.7199452002456592,13255,3,0
59,owner_with_mortgage,8,self_employed,11,3067,1704,0.0354092503406402,876,5,0
95,owner_with_mortgage,149,temporary_contract,7,2880,385,0.2641195465583932,846,7,0
32,living_with_family_other,33,permanent,161,737,1362,0.5502791735100239,951,3,1
67,rent_social,18,retired,351,1801,1536,0.6425241645132629,719,6,0
29,owner_with_mortgage,25,temporary_contract,478,1177,1325,0.4753078101209134,12329,2,0
49,rent_social,6,permanent,305,1040,2921,0.237656967336876,1144,1,0
52,owner_with_mortgage,27,self_employed,4,2819,3228,0.2840842153318563,297,5,0
40,rent_private,26,self_employed,15,250,1728,0.1526522430643641,417,7,0
58,owner_with_mortgage,17,retired,43,291,704,0.2413383607075477,559,2,0
54,owner_with_mortgage,15,permanent,440,2624,2900,0.9292334129931418,70,1,0
25,owner_no_mortgage,319,permanent,11,2090,9900,0.5639105955550667,30,1,0
59,rent_private,12,unemployed_other,9,3883,3279,0.2286960253674377,310,4,0
24,rent_private,347,temporary_contract,19,1644,2947,0.6445498451117134,109,6,0
33,rent_social,39,permanent,419,2064,11108,0.0323843775328305,523,5,0
35,rent_private,6,self_employed,8,1749,3395,0.427586106615717,2040,3,0
20,owner_no_mortgage,255,permanent,22,2373,1488,0.1801581213134028,-679,5,0
28,owner_with_mortgage,51,self_employed,189,12720,1276,0.4513014905900625,17553,2,0
39,rent_private,10,unemployed_other,284,12109,2413,0.130903772276764,101,0,0
29,owner_with_mortgage,22,temporary_contract,8,3108,3915,0.5295943080101575,884,7,0
24,rent_private,36,unemployed_other,0,1965,270,0.2706468599467421,1172,5,1
47,rent_social,26,permanent,314,8620,1330,0.4138162183632274,218,5,0
57,rent_private,509,permanent,291,1643,1873,0.2483317830830453,702,7,0
111,rent_private,14,unemployed_other,49,3327,1761,0.0516447433885992,15399,5,0
34,living_with_family_other,0,permanent,45,4524,3461,0.2829044915396577,406,0,0
28,living_with_family_other,58,permanent,49,4113,2809,0.3279300935865495,409,5,0
59,owner_no_mortgage,6,self_employed,347,2430,837,0.4547629513492599,702,2,0
43,rent_private,9,self_employed,497,1657,589,0.2949074795500338,424,8,0
43,rent_private,233,temporary_contract,176,2958,1316,0.2574772666444909,733,6,0
47,owner_with_mortgage,1,permanent,93,2259,2056,0.3407125717568212,1062,0,0
56,owner_no_mortgage,371,retired,27,1791,2573,0.3749407718410119,234,0,0
109,rent_private,485,self_employed,16,3552,7014,0.5144241204690256,335,6,0
19,rent_social,18,permanent,26,1699,3324,1.3151068815686922,1188,7,0
25,owner_with_mortgage,53,self_employed,518,1631,1902,0.4414427028402271,533,2,0
49,rent_private,9,temporary_contract,565,4526,591,0.4809009244143574,1152,0,0
36,owner_no_mortgage,51,permanent,10,2053,2483,0.0965690850650054,7760,5,0
51,rent_private,9,temporary_contract,463,2293,2969,0.4279112846322767,913,0,0
38,living_with_family_other,58,permanent,11,1584,1063,0.2882837060629848,9875,3,0
35,owner_no_mortgage,21,retired,36,2136,2494,0.3750627317991223,2184,5,0
54,rent_private,51,permanent,292,2897,2236,0.4634140006344775,712,2,0
52,owner_with_mortgage,567,permanent,39,4708,2016,0.6493817957325542,-685,6,0
24,owner_no_mortgage,414,self_employed,83,4510,10709,0.2268774525393169,17965,2,0
37,owner_with_mortgage,13,temporary_contract,5,1826,1991,0.0365728886306895,3961,0,0
44,rent_private,17,permanent,38,3094,1296,0.3661736816852279,706,3,0
48,rent_social,49,permanent,177,838,2087,0.4182859265091025,415,5,0
50,rent_social,5,permanent,71,19592,1597,0.5139969613993893,571,47,0
35,owner_no_mortgage,31,permanent,19,979,3240,0.25340481219492,214,1,0
50,rent_private,14,permanent,19,2938,2267,0.5286540803541347,1021,2,0
29,owner_with_mortgage,47,permanent,8,1899,259,0.3032883616597438,78,6,0
46,owner_with_mortgage,177,permanent,7,1916,1048,0.2407202013781436,1856,3,0
29,rent_private,48,temporary_contract,0,1593,1578,0.1139292612200218,45,2,0
49,living_with_family_other,7,permanent,15,2893,2744,0.4659810109133869,644,3,0
41,rent_private,16,permanent,5,1999,11075,0.2891893404177151,301,7,0
31,owner_no_mortgage,11,permanent,7,2938,1376,0.3948849412024567,362,7,1
30,owner_no_mortgage,59,permanent,0,2253,1553,0.2123043811674643,414,2,0
34,living_with_family_other,260,permanent,349,2406,465,0.446187505719893,701,7,0
35,rent_social,56,self_employed,138,2060,1686,0.120549012283471,1188,0,0
61,rent_private,3,permanent,58,1362,1797,0.4295174139110888,798,2,0
41,living_with_family_other,9,temporary_contract,9,178,1989,0.2227778952816582,311,8,0
26,rent_private,15,self_employed,34,9411,1754,0.5085235528022399,432,4,0
31,rent_private,22,permanent,23,4510,2394,1.1358667151650272,235,4,0
47,owner_no_mortgage,557,permanent,11,3333,2422,0.3411572608925165,-4238,1,0
37,rent_private,27,permanent,51,885,2024,0.4447620023721052,1105,4,0
39,rent_private,51,permanent,8,1101,1318,0.2524381197310075,16925,0,0
43,owner_no_mortgage,100,permanent,21,4051,12159,0.020136162362102,641,0,0
34,owner_with_mortgage,131,unemployed_other,0,3890,2382,0.4462761330147547,107,4,0
47,rent_private,5,permanent,7,9894,1773,0.076393767858745,845,3,0
44,owner_no_mortgage,7,temporary_contract,22,1622,1334,0.6727543383802329,991,3,0
44,owner_with_mortgage,22,permanent,2,1998,2446,0.1568823105976499,865,4,0
43,rent_private,27,permanent,6,4799,850,0.4183684028908879,842,3,0
28,rent_private,338,permanent,545,195,1587,0.3029671482398758,975,5,0
21,rent_social,53,permanent,1,2268,669,0.4713899926567382,16918,5,0
24,owner_with_mortgage,37,permanent,11,5750,2198,0.3994288136453908,1791,6,0
42,rent_private,44,permanent,8,2266,260,0.4525632118944974,209,0,0
54,owner_with_mortgage,495,permanent,545,495,2008,1.4696617043722016,10555,1,0
61,rent_private,2,retired,53,1033,1110,0.2503103476426681,336,4,0
32,owner_with_mortgage,37,permanent,7,4202,1384,0.3958588195993264,412,3,0
42,owner_with_mortgage,381,permanent,35,2305,1859,0.3380540753509298,211,5,0
48,owner_with_mortgage,17,self_employed,28,3384,2052,0.4762083105094853,857,2,0
23,rent_private,43,permanent,23,2298,1259,0.195371535354979,429,3,0
92,owner_with_mortgage,12,permanent,482,1633,2077,0.3861814995227429,1085,3,0
43,owner_no_mortgage,38,permanent,3,2991,3297,0.4662288960144219,4665,5,0
36,rent_private,16,permanent,8,2846,2606,0.498235512017414,633,44,0
66,rent_private,59,permanent,8,3405,1475,0.4991716594578944,421,2,0
34,owner_no_mortgage,4,retired,3,2248,2129,0.2579819965277387,4043,2,0
40,owner_with_mortgage,28,self_employed,4,2668,1645,0.2637397480461321,626,41,0
54,owner_with_mortgage,473,permanent,18,4620,3044,0.5327347686390267,821,3,1
54,owner_no_mortgage,7,permanent,2,1076,1772,0.4299429453550275,388,4,0
