age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,default
59,owner_with_mortgage,19,temporary_contract,8,1612,2850,1.1653077972309067,9635,5,0
22,owner_with_mortgage,18,permanent,57,3931,2467,0.06383692937632163,361,14,0
19,owner_no_mortgage,21,retired,23,15838,1808,0.19706683099170538,375,2,0
42,rent_private,44,permanent,8,2266,260,0.45256321189449744,209,0,0
45,owner_no_mortgage,8,permanent,0,1118,2123,0.265679570122018,679,2,0
40,rent_social,49,permanent,2,3538,1565,0.3872329217837069,726,5,0
44,rent_social,14,permanent,49,727,2457,0.08282834104690881,642,6,0
60,owner_with_mortgage,469,permanent,538,1743,3275,0.01565804239481785,89,2,0
52,owner_with_mortgage,34,temporary_contract,343,6787,1512,0.03350387549802747,499,1,0
50,rent_private,116,permanent,11,3309,2146,0.01186339354156991,11794,0,0
39,living_with_family_other,4,self_employed,13,38,2715,0.08540182201524246,417,2,0
22,rent_social,3,retired,2,3049,1397,0.31291934952229167,127,2,0
45,rent_private,10,temporary_contract,11,2474,1292,1.1637208836350994,1175,2,0
24,owner_with_mortgage,17,permanent,25,4166,1527,0.4157959122726576,955,2,0
22,rent_social,16,permanent,8,3174,1886,0.41293267393999455,337,5,0
49,owner_no_mortgage,14,permanent,124,1948,1552,0.48006892985547744,134,5,0
47,owner_with_mortgage,317,temporary_contract,562,2169,2758,0.16478824216720908,196,40,0
110,living_with_family_other,1,permanent,32,3760,1359,0.34572359236222333,17220,7,0
36,owner_with_mortgage,457,permanent,50,2188,6723,0.2935000192001348,92,4,0
49,owner_with_mortgage,27,permanent,512,1057,3192,0.640484271934897,951,1,0
44,rent_private,5,permanent,49,1367,2408,0.3593420481830603,324,2,0
38,rent_private,37,temporary_contract,117,3360,1257,0.15299712767550627,11088,27,0
47,owner_with_mortgage,25,temporary_contract,34,14887,2346,0.41522393483198583,198,5,0
20,rent_private,22,temporary_contract,2,84,1742,0.11626758079694975,691,3,0
52,rent_private,15,permanent,3,16379,1493,0.6265868423264029,388,0,0
63,rent_private,8,temporary_contract,208,1749,1974,0.374326443042872,9148,1,0
42,owner_no_mortgage,131,permanent,313,4755,2962,0.32486233564837746,7243,1,0
45,rent_private,583,permanent,22,747,3393,0.34145873573078506,577,7,0
50,owner_with_mortgage,9,self_employed,93,2161,1429,0.4813586448112117,9178,3,0
31,living_with_family_other,164,temporary_contract,59,2008,2546,0.04612534618181285,365,2,0
52,owner_with_mortgage,17,permanent,2,2855,1738,0.13871107865286003,708,4,0
94,owner_with_mortgage,441,permanent,28,705,1401,0.8377516334226773,13878,2,0
45,rent_private,7,permanent,0,3343,1767,0.20687354276136544,15447,6,1
57,rent_private,181,self_employed,25,1572,1484,0.4984896555982757,60,2,0
54,rent_private,60,permanent,55,2311,1757,0.2922368780008865,673,2,0
52,owner_no_mortgage,46,self_employed,8,896,2462,0.518442779388662,589,3,0
61,rent_social,51,permanent,12,4087,1346,0.1288947929330307,1034,4,0
47,living_with_family_other,33,self_employed,37,4131,445,0.6041499132490133,10036,3,0
32,owner_with_mortgage,0,self_employed,8,1504,1152,0.4552339215246504,1073,3,0
49,rent_private,7,retired,42,2663,2545,0.5990323704675169,9490,7,0
42,rent_social,46,temporary_contract,9,3048,2680,0.09754258728979234,74,1,0
51,owner_with_mortgage,6,unemployed_other,10,3172,3308,0.2659702256832744,48,1,0
44,rent_social,28,permanent,10,2603,2413,0.32197171894928855,265,3,1
27,owner_no_mortgage,19,retired,388,1774,1750,0.6347852610331174,994,3,0
56,rent_private,22,permanent,17,3366,1059,0.33408797519175326,274,1,0
50,rent_private,1,permanent,182,2569,1265,0.22963661670684246,1098,7,0
20,owner_with_mortgage,58,permanent,391,7587,2634,0.44708609247923586,287,7,0
34,owner_no_mortgage,51,permanent,193,615,2309,0.30347377605525994,687,4,0
63,rent_social,34,permanent,22,13882,2446,0.1020322306110176,-1105,1,0
59,rent_private,13,temporary_contract,8,478,1551,0.5787119872656046,335,0,0
41,owner_with_mortgage,279,temporary_contract,440,3667,2173,0.5875405451794196,1168,31,0
40,owner_no_mortgage,539,permanent,272,678,2057,0.4647567579659437,8069,8,0
62,owner_no_mortgage,18,permanent,32,3693,2630,0.41596291802777396,112,3,0
38,owner_with_mortgage,56,temporary_contract,7,3187,1334,0.46861365905207386,235,4,0
39,owner_no_mortgage,12,permanent,244,2412,2926,0.09218743148296106,405,8,0
42,owner_no_mortgage,44,permanent,8,2762,1349,0.027910052247339553,-4450,3,0
26,rent_private,595,self_employed,11,7486,3463,0.30194147548450484,811,5,0
40,owner_no_mortgage,17,unemployed_other,40,4716,1325,0.3069072449024532,120,8,0
31,owner_no_mortgage,386,self_employed,7,3110,1677,0.4465803472939942,529,4,0
109,living_with_family_other,40,temporary_contract,28,1891,1579,0.13245645751593293,639,4,0
31,rent_social,170,temporary_contract,17,1266,1996,0.014301395106840385,2529,3,0
35,owner_no_mortgage,8,retired,6,5989,2911,0.2250910891368668,833,23,0
52,owner_no_mortgage,43,permanent,7,3476,1239,0.11138744933875723,764,45,0
53,rent_social,7,permanent,6,2036,11741,0.4977910590459306,14799,5,0
38,owner_with_mortgage,23,permanent,10,19976,73,0.5291076202167714,953,8,0
44,living_with_family_other,18,permanent,262,4222,1122,0.25345858313004344,6960,3,0
48,owner_no_mortgage,23,permanent,50,2940,2912,0.3120472667024592,646,2,0
46,owner_no_mortgage,35,permanent,565,4999,1763,0.3753112572341677,226,32,0
49,rent_private,20,permanent,35,2515,1989,1.0384639520538863,5400,2,0
57,living_with_family_other,8,permanent,222,843,223,0.38022453980123117,1187,4,0
58,owner_with_mortgage,8,permanent,505,4404,138,0.6297645276189984,386,3,0
50,rent_private,15,unemployed_other,7,2119,1784,0.15776057431403823,820,6,0
52,rent_social,90,permanent,553,3758,2235,0.07404782543832406,1019,3,0
47,rent_private,436,self_employed,2,2220,2664,0.393789072773949,572,5,0
25,rent_private,494,permanent,451,16492,1224,0.3241745321044972,586,3,0
37,rent_private,1,permanent,44,330,1663,0.6405262008918163,19042,47,0
54,rent_private,38,permanent,11,4882,2921,0.5191367826479109,562,3,0
24,living_with_family_other,29,temporary_contract,13,550,1646,0.16702423468620906,1188,2,0
18,owner_no_mortgage,23,permanent,22,4495,1506,0.05936375488488792,625,0,0
100,owner_with_mortgage,20,retired,0,6394,1286,0.32680897772676787,238,2,0
39,owner_no_mortgage,270,unemployed_other,10,2833,8361,0.23918110104667284,123,5,0
45,rent_private,437,permanent,0,295,2347,0.48176666171135685,1019,3,0
43,rent_private,27,permanent,455,5999,1781,0.3987970552048974,320,2,0
50,owner_no_mortgage,176,permanent,8,425,822,0.30830981717599204,449,5,0
64,living_with_family_other,12,permanent,45,3912,2015,0.3612966340465097,8534,7,0
93,rent_social,4,permanent,17,4654,3345,0.43203563255042093,19643,32,0
32,rent_private,9,permanent,10,1537,14268,0.17361654008568458,204,7,0
37,owner_with_mortgage,338,permanent,8,1717,1543,0.4327955295644697,-4146,7,0
41,owner_no_mortgage,118,temporary_contract,1,1276,7934,0.20953142524565904,497,6,0
49,rent_private,6,permanent,22,1617,11160,0.304217092503576,2943,0,0
51,rent_private,5,permanent,33,3370,1564,0.24061781583676428,896,2,0
25,owner_with_mortgage,49,self_employed,13,3928,3410,0.6176821346744105,1152,1,1
42,owner_with_mortgage,8,self_employed,408,4299,2996,0.3206921501649791,1143,3,0
47,owner_with_mortgage,506,permanent,7,2376,1786,0.4427834586658517,12756,3,0
30,rent_private,517,unemployed_other,37,2478,3018,0.3614308145112924,8967,0,0
38,living_with_family_other,47,permanent,6,5209,1049,0.3268969425392283,17801,5,0
54,rent_social,11,permanent,34,4267,2294,0.24583626060900726,19607,2,0
43,rent_social,21,permanent,8,3131,3288,0.19544987604795663,354,3,0
45,rent_private,6,permanent,6,3472,1955,0.402533027439649,56,5,0
33,owner_with_mortgage,24,unemployed_other,49,4706,2018,0.3242007538214472,571,3,0
39,owner_with_mortgage,475,temporary_contract,15,3094,3401,0.25327081808764956,681,7,0
53,rent_social,11,permanent,53,2420,3099,1.0840825605312927,432,30,0
37,owner_with_mortgage,66,permanent,17,559,2183,0.3646881278897392,170,2,0
26,owner_with_mortgage,18,permanent,14,2678,2084,0.4645135617024487,360,0,0
56,owner_with_mortgage,5,permanent,46,1390,1958,0.3824016776823143,381,4,0
49,owner_no_mortgage,332,self_employed,206,3319,2145,0.6192762573497929,879,2,0
50,rent_private,319,unemployed_other,12,75,354,0.26841382682213033,-1494,4,0
48,rent_social,1,permanent,32,4315,2225,1.411574999146087,709,8,0
37,owner_with_mortgage,459,permanent,509,2842,2510,0.6484134652927604,373,0,0
48,rent_private,23,self_employed,19,15191,2178,0.11508352074984053,881,6,0
28,owner_with_mortgage,469,permanent,28,1090,2565,0.18351998192094307,5850,7,0
49,rent_private,6,permanent,2,2188,2228,0.44193737506951175,1000,3,0
37,rent_private,11,unemployed_other,18,2081,1218,0.34042740335934146,852,7,1
60,owner_with_mortgage,37,permanent,29,2619,187,0.3297844376568256,1126,2,0
48,rent_private,20,self_employed,225,460,9372,0.3843904390403282,1177,4,0
45,owner_with_mortgage,49,permanent,531,3432,765,0.3620510394075195,264,8,0
58,owner_no_mortgage,29,permanent,23,4272,2514,0.5549321035283494,1713,2,0
19,owner_no_mortgage,73,permanent,30,2593,3112,0.3902213873396023,771,3,0
30,owner_with_mortgage,552,permanent,7,2308,2239,0.6446114111135631,668,4,0
34,owner_no_mortgage,13,permanent,493,2383,2903,0.3506206451910448,1064,1,0
49,rent_private,16,permanent,373,4759,2722,0.43519167790947844,872,3,0
28,owner_with_mortgage,59,permanent,9,4375,2109,0.3284692957770081,411,4,0
40,owner_with_mortgage,332,self_employed,19,2418,2057,0.7324965016435394,843,3,0
49,rent_private,108,permanent,4,13151,2856,0.49302460110230806,12281,3,0
58,owner_with_mortgage,8,temporary_contract,63,2642,2844,0.5230758042882174,403,7,0
26,rent_social,3,permanent,587,1628,3349,0.6302904497145646,10338,7,0
93,rent_private,260,temporary_contract,18,15984,2347,0.9253622327824362,1044,4,0
26,rent_private,10,temporary_contract,25,3299,567,0.28825431304534954,738,8,0
37,rent_private,11,permanent,29,2329,11544,0.6003466374199222,1481,6,0
38,owner_no_mortgage,3,permanent,462,4488,851,0.40973011158494377,112,7,0
26,living_with_family_other,10,permanent,3,2343,3367,1.4627039793390426,488,0,1
52,rent_private,21,permanent,41,3678,1238,0.43206502328643537,-3514,3,0
33,owner_no_mortgage,18,self_employed,45,2113,2025,0.07859165028515219,732,4,0
49,rent_private,5,self_employed,38,4597,1589,0.2351869132128504,-2403,48,0
109,rent_private,35,temporary_contract,59,260,1079,0.2873715319198599,702,2,0
50,living_with_family_other,450,permanent,55,1727,1756,0.2612897717810037,651,7,0
32,living_with_family_other,185,permanent,8,3307,1599,0.3668885159518519,329,1,0
49,owner_no_mortgage,38,self_employed,20,782,3493,0.2818780192569702,1099,45,0
29,owner_with_mortgage,338,self_employed,194,2040,3174,0.16215053001025048,299,8,0
42,rent_private,46,permanent,44,132,3347,0.4030215110382387,509,5,0
49,rent_social,50,temporary_contract,38,4453,1329,0.25337146269645755,902,3,0
33,living_with_family_other,309,temporary_contract,10,3517,1230,0.4260464783047937,192,2,0
120,living_with_family_other,254,unemployed_other,9,352,1372,0.4570703768437944,14485,3,0
34,rent_private,10,permanent,335,2258,931,0.06762559201770461,247,4,0
33,rent_private,272,temporary_contract,75,3458,1472,0.32948091750882313,737,2,0
18,owner_no_mortgage,36,permanent,529,3702,3035,0.22451329204275372,434,2,0
61,owner_no_mortgage,26,permanent,53,1741,1468,0.33192421459113525,1095,26,0
66,owner_with_mortgage,12,permanent,23,1254,933,0.18669534144293892,12456,1,0
52,rent_private,363,permanent,28,8294,1617,0.4644524811447246,295,7,0
25,owner_with_mortgage,12,permanent,240,2270,232,0.3045999550092651,988,5,0
25,owner_no_mortgage,5,permanent,11,4975,854,0.08459918995623532,118,6,0
43,owner_with_mortgage,1,permanent,3,4100,348,0.39449309144647493,431,7,0
51,living_with_family_other,160,permanent,9,490,2253,0.3593243682692803,543,6,0
32,rent_private,5,self_employed,584,543,2313,0.18317678037895646,368,3,0
54,rent_private,43,permanent,149,2385,2446,0.2581061118394341,457,4,0
49,owner_with_mortgage,417,permanent,12,3132,1963,0.33363264421038896,584,8,0
41,owner_with_mortgage,6,self_employed,43,2132,1996,0.4976844090658622,708,0,0
93,rent_social,36,permanent,54,3444,343,0.38360705930531386,816,4,0
45,rent_social,5,temporary_contract,21,21,2706,0.4920884059024952,4028,4,0
40,rent_private,32,self_employed,10,2019,1860,0.076491593618049,4247,3,0
50,owner_with_mortgage,40,permanent,99,3361,1216,0.444934458887544,292,3,0
41,owner_with_mortgage,1,permanent,23,4701,11376,0.49201777154863346,17725,7,0
108,rent_private,15,permanent,12,1500,2393,0.22113158142317424,-696,2,0
39,owner_no_mortgage,15,permanent,76,2525,2159,0.45761897268010476,689,33,0
22,owner_with_mortgage,4,permanent,0,2858,1699,0.45286234783433743,658,5,1
21,owner_no_mortgage,18,permanent,42,2571,1357,0.4217194220597949,1185,2,0
48,living_with_family_other,600,permanent,261,2611,1939,0.10673799202975673,979,3,0
45,rent_private,466,permanent,8,3141,2642,0.41087452901037425,382,7,0
53,owner_no_mortgage,29,self_employed,45,2414,1292,0.23990102049405296,95,2,0
28,owner_no_mortgage,47,temporary_contract,15,1206,2395,0.028481019239069937,-4391,5,0
101,owner_no_mortgage,16,self_employed,54,7529,3209,0.7024652444508256,233,6,0
26,rent_private,7,permanent,8,1568,2582,0.5502290603283049,874,2,0
18,owner_no_mortgage,89,temporary_contract,60,3523,1673,0.06902596916256033,296,3,0
31,rent_private,5,permanent,33,3111,1243,0.2519786162876991,14434,2,0
51,owner_with_mortgage,15,self_employed,18,1441,2990,0.600618122388687,906,4,0
62,owner_with_mortgage,16,temporary_contract,40,3166,1805,0.3371187082613674,635,2,0
92,owner_with_mortgage,14,retired,290,1933,1265,0.36817980492947,449,3,0
37,owner_with_mortgage,286,retired,29,1775,72,0.02367140996394741,-400,2,0
59,owner_no_mortgage,513,permanent,248,18526,2967,0.11539114651474362,1037,1,0
109,rent_private,437,temporary_contract,4,4854,1938,0.1313801828860874,562,2,0
28,rent_private,11,permanent,10,4171,1323,0.37124278427422525,112,2,0
42,living_with_family_other,20,permanent,364,10454,1472,0.4943049983522485,692,2,0
61,owner_no_mortgage,468,self_employed,45,3861,1467,0.16749894501456908,86,2,0
55,owner_with_mortgage,11,permanent,516,791,1613,0.3414651673066702,18474,2,0
34,living_with_family_other,411,permanent,27,800,1362,0.5006757336380144,37,5,0
57,owner_with_mortgage,48,permanent,347,16891,606,0.6107828494619747,203,0,0
30,rent_private,35,permanent,424,3228,1782,0.5339228503128364,9836,3,0
36,living_with_family_other,101,temporary_contract,475,2149,1625,0.030795612054231022,426,3,0
51,owner_with_mortgage,12,permanent,0,2514,2972,0.5599902895966008,93,2,0
24,owner_no_mortgage,452,permanent,533,2119,2859,0.6078068630273006,680,3,0
51,owner_with_mortgage,7,permanent,7,4268,9295,0.39315988973537064,1189,6,0
27,owner_with_mortgage,39,permanent,1,4279,1551,0.20214869486090803,583,3,0
54,rent_private,245,permanent,368,1559,2754,1.4114389465317285,725,3,0
51,rent_social,78,permanent,6,4432,1890,0.30950483048994226,4645,19,0
52,owner_no_mortgage,392,permanent,228,4068,2466,0.3166693307897365,395,7,0
44,living_with_family_other,399,temporary_contract,494,1638,1590,0.08281987135964335,579,5,0
62,rent_social,9,permanent,12,4792,3292,0.22909674584626843,42,0,0
39,owner_no_mortgage,47,permanent,29,2640,12516,0.4121656356606834,1153,2,0
91,owner_with_mortgage,55,permanent,136,3014,2393,0.041267018905692086,718,3,0
52,rent_private,22,permanent,81,4255,3201,0.07898023330505922,684,3,0
43,owner_with_mortgage,144,permanent,19,2738,2269,0.4401116297213375,847,2,0
34,rent_social,21,permanent,46,2407,2307,0.642411760606979,925,36,0
61,rent_social,12,permanent,3,4402,2634,0.6702007668103495,-533,2,0
21,owner_with_mortgage,50,permanent,33,17628,2201,0.31157987590839764,396,4,0
35,rent_private,464,permanent,32,631,1925,0.3819219901808392,571,5,0
52,rent_social,1,temporary_contract,57,3576,1239,0.4408998691788887,818,0,0
19,owner_no_mortgage,56,temporary_contract,27,4346,1176,0.4143331509783055,537,6,0
39,living_with_family_other,462,temporary_contract,42,2740,208,0.4405751792055764,468,49,0
24,owner_with_mortgage,265,permanent,427,15348,209,0.2426325962352896,1063,3,0
52,rent_private,29,permanent,5,1572,9557,0.2860462938408559,506,5,0
55,living_with_family_other,19,permanent,3,4800,1501,0.24303579113304175,185,2,0
31,rent_private,35,permanent,518,4192,1429,0.10355256706998874,9296,2,0
63,rent_social,250,permanent,4,2943,1193,0.37478047095443645,830,3,0
27,living_with_family_other,535,retired,197,2698,2122,0.6622586229459413,3948,2,0
39,rent_social,55,self_employed,20,3062,838,1.3183813632066022,434,2,0
45,rent_private,137,permanent,57,2681,2481,0.4666195115961387,351,5,0
49,owner_with_mortgage,31,permanent,32,16495,1773,0.2958377609999713,587,4,0
26,owner_with_mortgage,49,permanent,8,2894,1567,0.5946620602627992,-437,5,0
47,living_with_family_other,416,permanent,10,3240,1764,0.29645392144878174,615,26,0
38,rent_private,26,retired,24,2082,1726,1.2737558224633259,945,3,0
40,owner_no_mortgage,60,retired,257,3092,2195,0.6105930390467702,147,5,0
72,owner_no_mortgage,35,unemployed_other,513,3784,83,0.2045948747227062,1182,3,0
80,rent_private,8,permanent,350,5366,903,0.4522799690877356,204,7,0
22,living_with_family_other,11,permanent,9,2580,934,0.3364069483626327,526,0,0
53,rent_private,434,self_employed,460,1567,2988,0.6043369895342665,506,3,0
30,owner_with_mortgage,190,permanent,582,3065,2195,0.23390795956146684,586,7,0
59,rent_social,11,unemployed_other,284,19346,1439,0.2078583169544269,124,0,0
58,owner_with_mortgage,17,retired,43,291,704,0.2413383607075477,559,2,0
41,owner_no_mortgage,52,permanent,269,2587,2848,0.2342994107505217,661,1,0
50,rent_private,10,permanent,49,4191,1914,0.11153678402935653,558,3,0
50,rent_private,53,retired,22,895,1246,0.009325686775841268,760,8,0
18,rent_private,52,permanent,59,1419,292,0.08199392435683744,1,4,0
32,living_with_family_other,33,permanent,161,737,1362,0.5502791735100239,951,3,1
50,owner_with_mortgage,24,permanent,3,2575,1500,0.4140150435001259,338,1,0
51,owner_no_mortgage,19,permanent,0,3625,1587,0.37375589630384154,1153,5,0
44,rent_social,10,temporary_contract,21,3188,3197,0.48702342456605685,247,3,0
52,owner_no_mortgage,60,temporary_contract,52,4807,3142,1.169954696345401,461,2,0
43,owner_with_mortgage,9,permanent,9,1568,1672,1.2633495052760186,234,8,0
23,owner_no_mortgage,39,permanent,33,2201,2075,0.464969216429985,508,6,0
33,rent_private,49,temporary_contract,21,2097,2360,0.2498424351506018,694,3,0
26,rent_private,35,self_employed,6,2804,1552,0.5817852057412168,660,4,0
47,owner_with_mortgage,1,permanent,93,2259,2056,0.34071257175682124,1062,0,0
59,rent_social,11,self_employed,243,4934,2326,0.24000761632855103,272,2,0
29,owner_with_mortgage,60,permanent,17,2229,2264,0.24614397918402317,1122,2,0
18,rent_private,52,self_employed,16,1832,1662,0.494518849263205,713,3,0
54,owner_with_mortgage,48,self_employed,10,1562,1608,0.39945399602802034,410,5,0
24,owner_with_mortgage,11,permanent,4,9974,1227,0.5534187517753353,1112,0,0
34,owner_with_mortgage,8,temporary_contract,21,1351,1276,0.3420739815205362,1153,2,0
52,rent_private,8,permanent,2,5418,1432,0.5464735588353147,925,5,0
31,rent_private,196,self_employed,521,3681,1461,0.004863791813705931,1088,2,0
37,owner_with_mortgage,16,self_employed,45,4347,908,0.2659905300776417,6327,1,0
20,owner_no_mortgage,343,permanent,362,2536,2482,0.4841341939331984,17135,6,0
47,owner_with_mortgage,250,retired,116,4015,1209,0.41182931145516316,1150,15,0
44,rent_private,114,retired,50,4198,2493,0.4632497447551064,887,5,0
51,owner_with_mortgage,15,retired,59,2326,690,0.6155168889845026,761,3,0
49,owner_with_mortgage,295,retired,49,1260,3033,0.40604021155556674,718,11,0
39,owner_no_mortgage,23,temporary_contract,5,2057,2316,0.4062683967449526,1371,2,0
48,owner_no_mortgage,457,permanent,56,2888,2388,0.09459600244779551,7446,4,0
39,rent_private,8,unemployed_other,23,741,1772,0.3572635040617419,356,4,0
25,owner_with_mortgage,5,permanent,9,2893,2483,0.5351696067159561,681,1,0
35,owner_with_mortgage,294,permanent,25,4268,1819,0.34005674872670966,260,3,0
41,rent_private,48,permanent,313,3048,84,0.22860574527143404,-2540,2,0
53,rent_private,26,permanent,485,4945,3438,0.4036839591533749,1174,2,0
58,rent_social,42,unemployed_other,56,4421,3059,0.3553791393712309,809,4,0
47,rent_private,465,permanent,379,2819,2161,0.6744165403675432,543,6,0
34,owner_no_mortgage,14,permanent,393,2092,1642,0.15871176459006203,390,1,0
53,owner_with_mortgage,487,temporary_contract,11,2083,2390,0.25339262647895583,549,3,0
43,owner_no_mortgage,376,permanent,10,16523,2065,0.2263852766095934,1179,2,0
37,rent_private,20,self_employed,42,3335,1688,0.24514115650437293,918,0,0
60,owner_with_mortgage,10,permanent,56,1668,1287,0.6462921963896656,-2688,2,0
56,living_with_family_other,34,permanent,9,1513,2611,0.2028926025019811,760,1,0
43,owner_with_mortgage,11,self_employed,570,2554,1716,0.2066765051142431,311,5,0
20,owner_no_mortgage,37,temporary_contract,511,3290,1716,0.43012555928165214,4681,2,0
31,rent_private,44,permanent,53,2085,2598,0.760871737771539,-3956,2,0
51,rent_private,7,retired,564,1865,1679,0.21612434491056343,4325,2,0
53,rent_private,27,permanent,48,1599,3356,0.15297181717054595,15404,5,0
67,owner_no_mortgage,18,unemployed_other,12,3017,2428,0.0401282042710819,19857,5,0
35,owner_no_mortgage,410,permanent,180,3305,1534,0.010753212877575646,491,6,0
104,owner_with_mortgage,8,permanent,12,4098,2057,0.5184517111515439,524,7,0
44,owner_with_mortgage,23,retired,369,3129,1311,0.19083238141600162,595,3,0
37,owner_with_mortgage,11,unemployed_other,473,7101,3143,1.0983514961271124,70,8,0
119,owner_no_mortgage,96,permanent,58,375,1689,0.5640218144503613,15635,6,0
29,owner_no_mortgage,521,unemployed_other,211,1990,3289,0.6098465690838576,556,5,0
39,living_with_family_other,145,retired,239,3085,3308,0.2647350723034648,7234,3,0
35,owner_with_mortgage,7,temporary_contract,4,2716,1690,0.6195070201499807,17061,3,0
56,owner_with_mortgage,52,permanent,132,2332,938,0.2099048139767389,541,3,0
52,rent_private,10,permanent,27,4216,1852,0.6377962581310141,304,7,0
86,owner_with_mortgage,477,retired,70,1209,2223,0.40560768887530063,21,3,0
43,owner_with_mortgage,476,permanent,24,2365,1225,0.5450489489634915,14774,4,0
32,rent_private,17,self_employed,14,9705,897,0.3364120175996457,1194,0,0
51,rent_social,10,permanent,88,19631,1273,0.284827141993889,478,3,0
64,owner_with_mortgage,35,self_employed,20,25,6998,0.21714690552905244,648,8,0
46,owner_with_mortgage,18,unemployed_other,17,4927,3118,0.4878631591877459,321,0,0
106,owner_with_mortgage,566,temporary_contract,11,1962,1633,0.22847712342376256,2349,4,0
54,owner_with_mortgage,241,unemployed_other,14,2483,1339,0.3278816727247895,1140,2,0
31,rent_private,41,permanent,34,2342,3300,0.07225534656127869,9530,6,0
51,rent_private,22,permanent,92,3076,2439,0.2043489841718175,925,6,0
48,owner_no_mortgage,7,permanent,7,4571,2678,0.23984419192579726,16191,6,0
18,owner_with_mortgage,249,permanent,56,3301,2852,0.5294961360308448,-3090,2,0
24,owner_with_mortgage,195,unemployed_other,154,4526,1771,0.055788533591631245,972,3,0
40,owner_no_mortgage,46,permanent,543,3315,1846,1.1284629829862636,-2418,5,0
44,owner_with_mortgage,19,self_employed,333,384,3003,0.4257024246275422,308,7,0
38,owner_with_mortgage,27,self_employed,2,1644,2431,0.21835798475612836,304,7,0
62,rent_social,4,permanent,528,14052,159,0.20610020083998465,220,5,0
27,living_with_family_other,17,temporary_contract,105,2315,1481,0.3017043382265331,566,2,0
58,rent_private,373,unemployed_other,416,1926,1752,0.5017130815357611,661,8,0
32,owner_no_mortgage,34,temporary_contract,7,18326,2307,0.4453561579429127,807,6,0
47,rent_social,32,permanent,105,1786,1458,0.06607418219912317,1115,8,0
27,owner_with_mortgage,28,self_employed,54,4982,2380,0.5548246323450781,1071,3,0
46,rent_private,49,permanent,389,4709,3206,0.45763322871718903,10886,3,0
63,living_with_family_other,22,permanent,7,2133,1500,0.5041525369838225,349,3,0
48,owner_no_mortgage,24,permanent,398,5957,1696,0.2352938244103952,712,4,0
21,owner_with_mortgage,29,temporary_contract,557,2703,281,0.07878249976311943,228,48,0
46,rent_social,175,permanent,29,3,1488,0.2487883580263099,19835,2,0
35,owner_with_mortgage,22,permanent,17,2461,3156,0.6023200379765189,658,5,0
27,rent_social,7,permanent,22,2064,2439,0.24911900701093237,193,5,0
62,rent_social,12,permanent,7,4777,2134,0.36144154530392675,525,3,0
30,rent_social,57,self_employed,45,7861,642,0.3098498082201119,591,2,0
53,owner_with_mortgage,47,permanent,20,686,3491,0.375780428613398,85,1,0
41,rent_private,14,permanent,7,1722,2573,0.49425713116776315,5702,3,0
36,owner_with_mortgage,515,temporary_contract,39,2697,2572,0.3541288157648838,-4599,2,0
61,rent_private,23,self_employed,5,2428,1499,0.5004388686215512,317,1,0
22,owner_no_mortgage,419,self_employed,10,14379,1727,0.2686934562322489,294,17,0
41,owner_with_mortgage,502,permanent,6,2506,1218,0.3422545469225333,1056,1,0
62,owner_no_mortgage,320,self_employed,4,2057,1236,0.5173013975351498,269,2,0
64,rent_private,22,permanent,16,2650,3283,0.4213271855364483,626,7,0
49,owner_with_mortgage,32,permanent,31,2918,1678,0.6003216298682711,404,5,0
25,owner_no_mortgage,498,self_employed,31,1536,2267,0.2968678475586466,17218,7,0
63,owner_with_mortgage,4,permanent,17,3633,1270,0.2938295849714896,4983,5,0
57,living_with_family_other,9,permanent,161,1256,1478,0.08279793693242343,-1027,3,1
35,owner_with_mortgage,118,self_employed,9,798,1219,0.25414920789476175,565,5,0
31,rent_social,17,permanent,55,18758,1307,0.55658003223599,549,1,0
36,rent_private,10,permanent,12,2294,2597,0.4978519167041279,-2651,2,0
41,owner_no_mortgage,293,permanent,23,4813,1351,0.5868274892878427,377,0,0
51,owner_with_mortgage,1,unemployed_other,3,4139,3466,1.3817094585004064,445,5,0
53,living_with_family_other,1,permanent,423,1990,1253,0.3345713415371351,732,2,0
30,rent_private,396,permanent,32,2594,529,0.146850483182148,654,4,0
41,owner_no_mortgage,6,permanent,0,14359,1047,0.649301140727103,84,32,0
36,rent_private,323,permanent,11,7042,764,0.5614855551537136,866,4,0
62,owner_with_mortgage,462,temporary_contract,47,1909,1665,0.09444222701758295,8273,4,0
120,rent_private,51,permanent,56,3045,1785,0.23725065188422564,-3660,0,0
32,owner_with_mortgage,0,permanent,31,12998,370,0.6135943877937976,504,4,0
56,rent_private,103,permanent,21,3461,1981,0.17458476192656908,369,0,0
60,owner_with_mortgage,11,permanent,28,2655,1088,0.4661105015588229,652,5,0
87,owner_no_mortgage,58,permanent,279,1645,315,0.3727991320609718,25,2,0
114,rent_private,493,retired,480,2057,1793,0.03003175413078258,10325,5,0
54,owner_with_mortgage,155,self_employed,52,3585,3032,0.4543571864437069,360,4,0
23,rent_private,9,unemployed_other,16,5604,3152,0.2844702123457662,84,5,0
36,owner_with_mortgage,38,permanent,206,3365,808,0.3491826266139553,780,3,0
43,owner_no_mortgage,24,permanent,235,12684,2459,0.4333766932210409,490,5,0
